x_axis,channel_2,channel_4
-4.9273437,0.058348,-0.000804
-4.9265625,0.0482977,-0.000804
-4.9257812,0.0523178,-0.000804
-4.925,0.0543279,-0.000804
-4.9242187,0.0563379,0.0
-4.9234375,0.0563379,-0.0
-4.9226562,0.058348,-0.001608
-4.921875,0.0523178,-0.000804
-4.9210937,0.0563379,-0.0
-4.9203125,0.0563379,-0.001608
-4.9195312,0.0543279,-0.0024121
-4.91875,0.0523178,0.000804
-4.9179687,0.0543279,-0.001608
-4.9171875,0.0503078,-0.000804
-4.9164062,0.058348,-0.001608
-4.915625,0.0503078,0.0
-4.9148437,0.0523178,-0.0
-4.9140625,0.0543279,-0.000804
-4.9132812,0.058348,-0.001608
-4.9125,0.0482977,-0.0
-4.9117187,0.0523178,-0.001608
-4.9109375,0.0543279,-0.0024121
-4.9101562,0.0563379,-0.000804
-4.909375,0.0503078,-0.000804
-4.9085937,0.0563379,-0.001608
-4.9078125,0.058348,-0.000804
-4.9070312,0.0523178,0.0
-4.90625,0.058348,-0.0
-4.9054687,0.058348,-0.000804
-4.9046875,0.0563379,-0.000804
-4.9039062,0.060358,-0.000804
-4.903125,0.060358,-0.000804
-4.9023437,0.0543279,-0.000804
-4.9015625,0.0543279,-0.000804
-4.9007812,0.0523178,-0.0
-4.9,0.058348,-0.000804
-4.8992187,0.060358,-0.000804
-4.8984375,0.0563379,-0.000804
-4.8976562,0.0543279,-0.000804
-4.896875,0.060358,-0.001608
-4.8960937,0.0523178,-0.0
-4.8953125,0.060358,-0.000804
-4.8945312,0.0543279,-0.000804
-4.89375,0.0563379,-0.000804
-4.8929687,0.0563379,-0.000804
-4.8921875,0.0563379,-0.0
-4.8914062,0.058348,-0.000804
-4.890625,0.0523178,-0.000804
-4.8898437,0.0543279,-0.000804
-4.8890625,0.0563379,-0.000804
-4.8882812,0.0643781,-0.000804
-4.8875,0.060358,-0.001608
-4.8867187,0.060358,-0.000804
-4.8859375,0.0543279,-0.000804
-4.8851562,0.058348,-0.000804
-4.884375,0.0543279,-0.001608
-4.8835937,0.0563379,-0.000804
-4.8828125,0.0543279,-0.001608
-4.8820312,0.058348,-0.000804
-4.88125,0.0523178,-0.0
-4.8804687,0.058348,-0.000804
-4.8796875,0.0623681,-0.000804
-4.8789062,0.0523178,-0.000804
-4.878125,0.0563379,-0.0
-4.8773437,0.0543279,-0.000804
-4.8765625,0.0543279,-0.000804
-4.8757812,0.0503078,-0.000804
-4.875,0.0543279,-0.000804
-4.8742187,0.0503078,-0.000804
-4.8734375,0.058348,-0.000804
-4.8726562,0.0523178,-0.000804
-4.871875,0.0543279,-0.0
-4.8710937,0.0442776,-0.000804
-4.8703125,0.058348,-0.000804
-4.8695312,0.0563379,-0.000804
-4.86875,0.0523178,-0.000804
-4.8679687,0.0543279,-0.001608
-4.8671875,0.0563379,-0.000804
-4.8664062,0.0563379,-0.0
-4.865625,0.0563379,-0.000804
-4.8648437,0.0543279,-0.000804
-4.8640625,0.0543279,-0.000804
-4.8632812,0.0543279,-0.001608
-4.8625,0.0623681,-0.0
-4.8617187,0.058348,-0.000804
-4.8609375,0.0543279,-0.001608
-4.8601562,0.060358,-0.001608
-4.859375,0.0482977,-0.000804
-4.8585937,0.0482977,-0.000804
-4.8578125,0.0563379,-0.000804
-4.8570312,0.060358,-0.000804
-4.85625,0.0462877,-0.0
-4.8554687,0.0523178,-0.000804
-4.8546875,0.0523178,-0.001608
-4.8539062,0.058348,-0.000804
-4.853125,0.0563379,-0.000804
-4.8523437,0.060358,0.000804
-4.8515625,0.0563379,-0.000804
-4.8507812,0.0543279,-0.000804
-4.85,0.0563379,-0.000804
-4.8492187,0.0543279,-0.000804
-4.8484375,0.0623681,-0.000804
-4.8476562,0.0643781,-0.000804
-4.846875,0.0623681,-0.000804
-4.8460937,0.0543279,-0.000804
-4.8453125,0.060358,-0.000804
-4.8445312,0.058348,-0.000804
-4.84375,0.0523178,-0.000804
-4.8429687,0.060358,-0.000804
-4.8421875,0.0623681,-0.000804
-4.8414062,0.058348,-0.0
-4.840625,0.058348,-0.000804
-4.8398437,0.058348,-0.001608
-4.8390625,0.0503078,-0.000804
-4.8382812,0.058348,-0.000804
-4.8375,0.0523178,-0.000804
-4.8367187,0.058348,-0.000804
-4.8359375,0.0523178,-0.000804
-4.8351562,0.0563379,-0.000804
-4.834375,0.0503078,-0.000804
-4.8335937,0.058348,-0.000804
-4.8328125,0.060358,-0.000804
-4.8320312,0.0563379,-0.000804
-4.83125,0.0543279,0.000804
-4.8304687,0.060358,-0.000804
-4.8296875,0.0543279,-0.001608
-4.8289062,0.0482977,-0.0
-4.828125,0.060358,-0.000804
-4.8273437,0.0523178,0.0
-4.8265625,0.058348,-0.0
-4.8257812,0.058348,-0.000804
-4.825,0.058348,-0.000804
-4.8242187,0.0543279,-0.000804
-4.8234375,0.0563379,-0.0024121
-4.8226562,0.058348,-0.000804
-4.821875,0.0543279,-0.000804
-4.8210937,0.0503078,-0.000804
-4.8203125,0.058348,-0.001608
-4.8195312,0.0543279,-0.000804
-4.81875,0.060358,-0.000804
-4.8179687,0.0563379,-0.0
-4.8171875,0.0503078,-0.000804
-4.8164062,0.0503078,-0.000804
-4.815625,0.058348,-0.000804
-4.8148437,0.0543279,-0.0
-4.8140625,0.0523178,-0.000804
-4.8132812,0.0563379,-0.000804
-4.8125,0.0503078,-0.001608
-4.8117187,0.060358,-0.000804
-4.8109375,0.060358,-0.000804
-4.8101562,0.058348,-0.000804
-4.809375,0.0563379,-0.000804
-4.8085937,0.058348,-0.000804
-4.8078125,0.0563379,-0.000804
-4.8070312,0.058348,-0.000804
-4.80625,0.0563379,-0.0
-4.8054687,0.058348,-0.000804
-4.8046875,0.060358,-0.000804
-4.8039062,0.0523178,-0.0
-4.803125,0.060358,-0.001608
-4.8023437,0.058348,-0.000804
-4.8015625,0.0523178,-0.001608
-4.8007812,0.0523178,-0.0
-4.8,0.0563379,-0.000804
-4.7992187,0.058348,-0.000804
-4.7984375,0.0543279,-0.000804
-4.7976562,0.0503078,-0.000804
-4.796875,0.0563379,-0.0024121
-4.7960937,0.0563379,-0.000804
-4.7953125,0.0523178,-0.000804
-4.7945312,0.0523178,-0.000804
-4.79375,0.0563379,-0.001608
-4.7929687,0.0563379,-0.000804
-4.7921875,0.0523178,-0.000804
-4.7914062,0.0503078,-0.000804
-4.790625,0.0643781,-0.000804
-4.7898437,0.058348,-0.000804
-4.7890625,0.060358,0.0
-4.7882812,0.0563379,0.0
-4.7875,0.0563379,-0.0
-4.7867187,0.0563379,-0.000804
-4.7859375,0.0543279,-0.000804
-4.7851562,0.058348,-0.000804
-4.784375,0.0563379,-0.000804
-4.7835937,0.060358,-0.000804
-4.7828125,0.0623681,-0.000804
-4.7820312,0.0623681,-0.0
-4.78125,0.058348,-0.001608
-4.7804687,0.0462877,-0.000804
-4.7796875,0.0543279,-0.000804
-4.7789062,0.0523178,-0.000804
-4.778125,0.0543279,-0.0
-4.7773437,0.0563379,-0.000804
-4.7765625,0.0563379,-0.001608
-4.7757812,0.0543279,0.0
-4.775,0.0543279,0.0
-4.7742187,0.0543279,0.0
-4.7734375,0.058348,-0.0
-4.7726562,0.0563379,-0.000804
-4.771875,0.0623681,-0.000804
-4.7710937,0.0503078,-0.000804
-4.7703125,0.058348,-0.0
-4.7695312,0.0563379,-0.000804
-4.76875,0.0623681,-0.0
-4.7679687,0.0623681,-0.000804
-4.7671875,0.0623681,-0.0024121
-4.7664062,0.0523178,0.0
-4.765625,0.0563379,-0.0
-4.7648437,0.0643781,-0.001608
-4.7640625,0.058348,-0.000804
-4.7632812,0.060358,-0.0
-4.7625,0.0543279,-0.001608
-4.7617187,0.0563379,-0.000804
-4.7609375,0.0543279,-0.000804
-4.7601562,0.058348,-0.000804
-4.759375,0.0523178,-0.000804
-4.7585937,0.0543279,-0.000804
-4.7578125,0.0543279,-0.0
-4.7570312,0.058348,-0.000804
-4.75625,0.060358,-0.000804
-4.7554687,0.060358,-0.000804
-4.7546875,0.0563379,-0.0
-4.7539062,0.0543279,-0.000804
-4.753125,0.0563379,-0.000804
-4.7523437,0.0503078,-0.000804
-4.7515625,0.0523178,0.0
-4.7507812,0.058348,-0.0
-4.75,0.0482977,-0.000804
-4.7492187,0.058348,-0.000804
-4.7484375,0.0543279,-0.0
-4.7476562,0.058348,-0.000804
-4.746875,0.0643781,-0.0
-4.7460937,0.0543279,-0.000804
-4.7453125,0.0503078,-0.000804
-4.7445312,0.0523178,-0.000804
-4.74375,0.0563379,-0.0
-4.7429687,0.0623681,-0.000804
-4.7421875,0.0503078,-0.000804
-4.7414062,0.0543279,-0.0
-4.740625,0.0543279,-0.000804
-4.7398437,0.0563379,0.0
-4.7390625,0.0523178,-0.0
-4.7382812,0.0503078,-0.000804
-4.7375,0.060358,-0.000804
-4.7367187,0.0543279,-0.001608
-4.7359375,0.0563379,-0.0
-4.7351562,0.058348,-0.000804
-4.734375,0.0503078,-0.0
-4.7335937,0.0503078,-0.000804
-4.7328125,0.058348,-0.0032161
-4.7320312,0.058348,-0.000804
-4.73125,0.058348,-0.000804
-4.7304687,0.0623681,-0.000804
-4.7296875,0.060358,-0.000804
-4.7289062,0.0543279,-0.000804
-4.728125,0.0623681,-0.000804
-4.7273437,0.058348,-0.0
-4.7265625,0.0663882,-0.000804
-4.7257812,0.0563379,-0.000804
-4.725,0.0623681,-0.000804
-4.7242187,0.058348,-0.001608
-4.7234375,0.058348,0.0
-4.7226562,0.0663882,-0.0
-4.721875,0.0523178,-0.000804
-4.7210937,0.0543279,-0.000804
-4.7203125,0.0563379,-0.000804
-4.7195312,0.0543279,-0.000804
-4.71875,0.058348,-0.000804
-4.7179687,0.058348,-0.000804
-4.7171875,0.0523178,-0.000804
-4.7164062,0.060358,-0.0
-4.715625,0.0523178,-0.000804
-4.7148437,0.0643781,-0.000804
-4.7140625,0.0563379,-0.001608
-4.7132812,0.0563379,-0.001608
-4.7125,0.058348,-0.001608
-4.7117187,0.0543279,-0.000804
-4.7109375,0.0563379,-0.000804
-4.7101562,0.060358,-0.001608
-4.709375,0.0563379,-0.000804
-4.7085937,0.0623681,-0.001608
-4.7078125,0.0643781,0.0
-4.7070312,0.0543279,-0.0
-4.70625,0.060358,-0.000804
-4.7054687,0.0623681,-0.001608
-4.7046875,0.060358,-0.000804
-4.7039062,0.058348,-0.001608
-4.703125,0.058348,-0.000804
-4.7023437,0.0663882,-0.000804
-4.7015625,0.0523178,-0.000804
-4.7007812,0.0543279,-0.001608
-4.7,0.0523178,-0.000804
-4.6992187,0.058348,-0.0
-4.6984375,0.0543279,-0.000804
-4.6976562,0.0563379,-0.000804
-4.696875,0.058348,-0.000804
-4.6960937,0.0643781,-0.000804
-4.6953125,0.0563379,-0.000804
-4.6945312,0.058348,-0.001608
-4.69375,0.0523178,-0.001608
-4.6929687,0.058348,0.000804
-4.6921875,0.0543279,-0.000804
-4.6914062,0.0643781,-0.000804
-4.690625,0.0563379,-0.000804
-4.6898437,0.058348,-0.000804
-4.6890625,0.0543279,-0.0
-4.6882812,0.0563379,-0.000804
-4.6875,0.060358,-0.0
-4.6867187,0.0623681,-0.000804
-4.6859375,0.060358,-0.001608
-4.6851562,0.0623681,-0.000804
-4.684375,0.058348,-0.0
-4.6835937,0.060358,-0.001608
-4.6828125,0.0543279,-0.0
-4.6820312,0.060358,-0.000804
-4.68125,0.060358,-0.000804
-4.6804687,0.058348,-0.0
-4.6796875,0.0543279,-0.000804
-4.6789062,0.0523178,-0.000804
-4.678125,0.0663882,-0.001608
-4.6773437,0.0543279,-0.000804
-4.6765625,0.058348,-0.000804
-4.6757812,0.0563379,-0.000804
-4.675,0.0543279,-0.000804
-4.6742187,0.0563379,-0.000804
-4.6734375,0.0543279,-0.000804
-4.6726562,0.0563379,-0.000804
-4.671875,0.0643781,-0.000804
-4.6710937,0.058348,-0.001608
-4.6703125,0.0543279,-0.000804
-4.6695312,0.0623681,-0.001608
-4.66875,0.058348,-0.000804
-4.6679687,0.0563379,-0.000804
-4.6671875,0.0623681,-0.000804
-4.6664062,0.058348,-0.000804
-4.665625,0.0543279,-0.000804
-4.6648437,0.060358,-0.000804
-4.6640625,0.060358,-0.000804
-4.6632812,0.0543279,-0.001608
-4.6625,0.0563379,-0.0
-4.6617187,0.0623681,-0.000804
-4.6609375,0.058348,-0.000804
-4.6601562,0.060358,-0.001608
-4.659375,0.0523178,-0.001608
-4.6585937,0.0503078,-0.0
-4.6578125,0.0543279,-0.000804
-4.6570312,0.0563379,-0.000804
-4.65625,0.060358,-0.001608
-4.6554687,0.0623681,-0.0
-4.6546875,0.0543279,-0.000804
-4.6539062,0.0503078,-0.000804
-4.653125,0.058348,-0.0
-4.6523437,0.058348,-0.000804
-4.6515625,0.0563379,-0.000804
-4.6507812,0.058348,-0.001608
-4.65,0.0623681,-0.0
-4.6492187,0.0563379,-0.000804
-4.6484375,0.0523178,-0.000804
-4.6476562,0.0563379,-0.0
-4.646875,0.0623681,-0.000804
-4.6460937,0.0623681,-0.000804
-4.6453125,0.0523178,-0.000804
-4.6445312,0.0563379,-0.000804
-4.64375,0.0563379,-0.001608
-4.6429687,0.0523178,-0.000804
-4.6421875,0.0563379,-0.000804
-4.6414062,0.060358,-0.000804
-4.640625,0.058348,-0.000804
-4.6398437,0.058348,-0.001608
-4.6390625,0.0623681,-0.000804
-4.6382812,0.0503078,-0.000804
-4.6375,0.0543279,-0.000804
-4.6367187,0.0523178,-0.000804
-4.6359375,0.060358,-0.0
-4.6351562,0.0623681,-0.000804
-4.634375,0.058348,-0.000804
-4.6335937,0.058348,-0.000804
-4.6328125,0.0623681,-0.000804
-4.6320312,0.0563379,-0.000804
-4.63125,0.0623681,-0.0032161
-4.6304687,0.058348,-0.001608
-4.6296875,0.0543279,-0.0
-4.6289062,0.060358,-0.000804
-4.628125,0.060358,-0.000804
-4.6273437,0.058348,-0.000804
-4.6265625,0.0643781,-0.000804
-4.6257812,0.0623681,-0.000804
-4.625,0.0663882,-0.000804
-4.6242187,0.0563379,-0.000804
-4.6234375,0.0543279,-0.000804
-4.6226562,0.0643781,-0.000804
-4.621875,0.0643781,0.0
-4.6210937,0.0563379,0.0
-4.6203125,0.058348,-0.0
-4.6195312,0.0543279,-0.000804
-4.61875,0.0623681,-0.0
-4.6179687,0.0543279,-0.000804
-4.6171875,0.0543279,-0.000804
-4.6164062,0.0543279,-0.000804
-4.615625,0.058348,-0.000804
-4.6148437,0.0543279,-0.000804
-4.6140625,0.0523178,0.000804
-4.6132812,0.0623681,-0.000804
-4.6125,0.0563379,-0.000804
-4.6117187,0.0482977,-0.000804
-4.6109375,0.0563379,-0.001608
-4.6101562,0.060358,-0.000804
-4.609375,0.0563379,0.0
-4.6085937,0.060358,-0.0
-4.6078125,0.0563379,-0.000804
-4.6070312,0.058348,-0.000804
-4.60625,0.0623681,-0.001608
-4.6054687,0.0563379,-0.0
-4.6046875,0.058348,-0.000804
-4.6039062,0.0563379,-0.000804
-4.603125,0.058348,-0.000804
-4.6023437,0.058348,-0.000804
-4.6015625,0.058348,-0.001608
-4.6007812,0.058348,-0.000804
-4.6,0.0543279,-0.000804
-4.5992187,0.058348,-0.0032161
-4.5984375,0.060358,-0.000804
-4.5976562,0.0563379,-0.000804
-4.596875,0.058348,-0.000804
-4.5960937,0.0623681,-0.000804
-4.5953125,0.058348,-0.0
-4.5945312,0.060358,-0.000804
-4.59375,0.0543279,-0.000804
-4.5929687,0.0563379,-0.001608
-4.5921875,0.0643781,-0.000804
-4.5914062,0.0523178,-0.000804
-4.590625,0.0503078,-0.000804
-4.5898437,0.0563379,-0.000804
-4.5890625,0.060358,-0.0
-4.5882812,0.058348,-0.000804
-4.5875,0.060358,-0.000804
-4.5867187,0.058348,-0.000804
-4.5859375,0.0643781,-0.000804
-4.5851562,0.060358,-0.0
-4.584375,0.060358,-0.000804
-4.5835937,0.058348,-0.0
-4.5828125,0.0543279,-0.000804
-4.5820312,0.0623681,-0.000804
-4.58125,0.0563379,-0.001608
-4.5804687,0.0563379,-0.000804
-4.5796875,0.060358,-0.000804
-4.5789062,0.058348,-0.000804
-4.578125,0.0623681,-0.000804
-4.5773437,0.060358,-0.000804
-4.5765625,0.058348,-0.0
-4.5757812,0.0563379,-0.000804
-4.575,0.058348,-0.000804
-4.5742187,0.060358,-0.001608
-4.5734375,0.0563379,-0.000804
-4.5726562,0.060358,-0.000804
-4.571875,0.060358,-0.001608
-4.5710937,0.060358,-0.0
-4.5703125,0.0543279,-0.000804
-4.5695312,0.0643781,-0.000804
-4.56875,0.0623681,-0.001608
-4.5679687,0.0643781,-0.000804
-4.5671875,0.0623681,-0.000804
-4.5664062,0.060358,-0.001608
-4.565625,0.058348,-0.000804
-4.5648437,0.060358,-0.001608
-4.5640625,0.058348,-0.0
-4.5632812,0.060358,-0.000804
-4.5625,0.058348,-0.000804
-4.5617187,0.0543279,-0.001608
-4.5609375,0.0523178,-0.000804
-4.5601562,0.0563379,-0.000804
-4.559375,0.0543279,-0.0
-4.5585937,0.060358,-0.000804
-4.5578125,0.0543279,-0.000804
-4.5570312,0.060358,-0.001608
-4.55625,0.0563379,-0.000804
-4.5554687,0.058348,-0.001608
-4.5546875,0.058348,-0.001608
-4.5539062,0.0523178,-0.0024121
-4.553125,0.0563379,-0.000804
-4.5523437,0.0523178,-0.000804
-4.5515625,0.060358,-0.000804
-4.5507812,0.058348,-0.000804
-4.55,0.058348,-0.000804
-4.5492187,0.0543279,-0.001608
-4.5484375,0.0523178,-0.000804
-4.5476562,0.0623681,-0.000804
-4.546875,0.0643781,-0.000804
-4.5460937,0.0704083,-0.000804
-4.5453125,0.058348,-0.0
-4.5445312,0.058348,-0.000804
-4.54375,0.058348,-0.000804
-4.5429687,0.0503078,-0.0
-4.5421875,0.0563379,-0.000804
-4.5414062,0.0623681,-0.001608
-4.540625,0.0563379,-0.000804
-4.5398437,0.060358,-0.000804
-4.5390625,0.0563379,-0.000804
-4.5382812,0.0563379,-0.0
-4.5375,0.0543279,-0.000804
-4.5367187,0.0543279,-0.000804
-4.5359375,0.0563379,-0.000804
-4.5351562,0.058348,-0.0
-4.534375,0.0543279,-0.000804
-4.5335937,0.058348,-0.000804
-4.5328125,0.0563379,-0.000804
-4.5320312,0.058348,-0.001608
-4.53125,0.0523178,-0.000804
-4.5304687,0.0563379,-0.0
-4.5296875,0.0543279,-0.000804
-4.5289062,0.058348,-0.000804
-4.528125,0.0563379,-0.000804
-4.5273437,0.0643781,-0.000804
-4.5265625,0.060358,-0.000804
-4.5257812,0.0623681,-0.000804
-4.525,0.0643781,-0.000804
-4.5242187,0.0563379,-0.000804
-4.5234375,0.0462877,-0.000804
-4.5226562,0.0523178,-0.000804
-4.521875,0.0623681,-0.000804
-4.5210937,0.058348,-0.000804
-4.5203125,0.0523178,-0.000804
-4.5195312,0.0563379,-0.001608
-4.51875,0.0503078,-0.0
-4.5179687,0.060358,-0.001608
-4.5171875,0.0563379,-0.000804
-4.5164062,0.058348,-0.001608
-4.515625,0.0543279,-0.000804
-4.5148437,0.0623681,-0.0
-4.5140625,0.058348,-0.000804
-4.5132812,0.0623681,-0.0
-4.5125,0.0563379,-0.000804
-4.5117187,0.0543279,-0.000804
-4.5109375,0.0563379,-0.000804
-4.5101562,0.0623681,-0.0
-4.509375,0.0523178,-0.000804
-4.5085937,0.0543279,-0.000804
-4.5078125,0.0543279,-0.0
-4.5070312,0.058348,-0.000804
-4.50625,0.0523178,0.0
-4.5054687,0.0543279,-0.0
-4.5046875,0.0543279,-0.001608
-4.5039062,0.058348,-0.000804
-4.503125,0.0563379,-0.000804
-4.5023437,0.0523178,-0.000804
-4.5015625,0.058348,-0.000804
-4.5007812,0.0623681,-0.0
-4.5,0.0523178,-0.000804
-4.4992187,0.0523178,-0.0
-4.4984375,0.0563379,-0.000804
-4.4976562,0.0543279,-0.000804
-4.496875,0.0523178,-0.000804
-4.4960937,0.0523178,-0.000804
-4.4953125,0.058348,-0.000804
-4.4945312,0.0543279,-0.000804
-4.49375,0.0543279,-0.001608
-4.4929687,0.060358,-0.000804
-4.4921875,0.058348,-0.000804
-4.4914062,0.058348,-0.000804
-4.490625,0.060358,-0.000804
-4.4898437,0.0543279,-0.000804
-4.4890625,0.058348,-0.001608
-4.4882812,0.060358,-0.001608
-4.4875,0.0523178,-0.000804
-4.4867187,0.0523178,-0.000804
-4.4859375,0.0643781,-0.001608
-4.4851562,0.0523178,-0.001608
-4.484375,0.0563379,-0.000804
-4.4835937,0.058348,-0.001608
-4.4828125,0.060358,-0.0
-4.4820312,0.0523178,-0.001608
-4.48125,0.0563379,0.000804
-4.4804687,0.0623681,-0.000804
-4.4796875,0.0623681,-0.0024121
-4.4789062,0.060358,-0.001608
-4.478125,0.0523178,-0.000804
-4.4773437,0.060358,-0.000804
-4.4765625,0.0563379,-0.0
-4.4757812,0.0623681,-0.000804
-4.475,0.0523178,-0.000804
-4.4742187,0.060358,-0.000804
-4.4734375,0.058348,-0.0
-4.4726562,0.0543279,-0.000804
-4.471875,0.060358,-0.0
-4.4710937,0.0563379,-0.000804
-4.4703125,0.058348,-0.000804
-4.4695312,0.0543279,-0.000804
-4.46875,0.0643781,-0.000804
-4.4679687,0.0543279,-0.000804
-4.4671875,0.0623681,-0.000804
-4.4664062,0.060358,-0.000804
-4.465625,0.0543279,-0.000804
-4.4648437,0.060358,-0.000804
-4.4640625,0.058348,-0.000804
-4.4632812,0.060358,-0.000804
-4.4625,0.0523178,-0.001608
-4.4617187,0.0523178,-0.000804
-4.4609375,0.0543279,-0.0
-4.4601562,0.0543279,-0.000804
-4.459375,0.0523178,-0.000804
-4.4585937,0.0543279,-0.000804
-4.4578125,0.0563379,-0.000804
-4.4570312,0.0543279,-0.000804
-4.45625,0.058348,-0.000804
-4.4554687,0.0563379,-0.000804
-4.4546875,0.0523178,-0.000804
-4.4539062,0.0563379,0.0
-4.453125,0.0543279,-0.0
-4.4523437,0.0543279,-0.000804
-4.4515625,0.0563379,-0.000804
-4.4507812,0.0563379,-0.000804
-4.45,0.0563379,-0.001608
-4.4492187,0.0543279,-0.000804
-4.4484375,0.0563379,-0.000804
-4.4476562,0.058348,-0.000804
-4.446875,0.0543279,-0.000804
-4.4460937,0.060358,-0.000804
-4.4453125,0.0563379,-0.000804
-4.4445312,0.060358,-0.000804
-4.44375,0.060358,-0.000804
-4.4429687,0.058348,-0.000804
-4.4421875,0.0563379,-0.000804
-4.4414062,0.0563379,-0.000804
-4.440625,0.0503078,-0.000804
-4.4398437,0.058348,-0.000804
-4.4390625,0.058348,-0.0
-4.4382812,0.0543279,-0.000804
-4.4375,0.0563379,-0.000804
-4.4367187,0.058348,-0.001608
-4.4359375,0.058348,-0.000804
-4.4351562,0.0523178,-0.000804
-4.434375,0.060358,-0.0
-4.4335937,0.0543279,-0.000804
-4.4328125,0.060358,-0.000804
-4.4320312,0.060358,-0.001608
-4.43125,0.0563379,-0.000804
-4.4304687,0.0623681,-0.000804
-4.4296875,0.0563379,-0.000804
-4.4289062,0.058348,-0.000804
-4.428125,0.0543279,-0.000804
-4.4273437,0.0563379,-0.001608
-4.4265625,0.0563379,-0.001608
-4.4257812,0.058348,-0.0
-4.425,0.0543279,-0.000804
-4.4242187,0.0563379,-0.001608
-4.4234375,0.058348,0.0
-4.4226562,0.058348,0.000804
-4.421875,0.0503078,-0.000804
-4.4210937,0.0563379,-0.000804
-4.4203125,0.058348,-0.000804
-4.4195312,0.0563379,-0.000804
-4.41875,0.0523178,-0.000804
-4.4179687,0.058348,-0.0
-4.4171875,0.0543279,-0.000804
-4.4164062,0.0563379,-0.000804
-4.415625,0.0523178,-0.001608
-4.4148437,0.0543279,-0.001608
-4.4140625,0.060358,0.001608
-4.4132812,0.0623681,-0.001608
-4.4125,0.060358,-0.0
-4.4117187,0.058348,-0.000804
-4.4109375,0.0543279,-0.000804
-4.4101562,0.060358,-0.001608
-4.409375,0.0623681,-0.000804
-4.4085937,0.060358,-0.001608
-4.4078125,0.058348,-0.000804
-4.4070312,0.0523178,-0.0
-4.40625,0.0563379,-0.000804
-4.4054687,0.058348,-0.000804
-4.4046875,0.0523178,-0.000804
-4.4039062,0.058348,-0.000804
-4.403125,0.058348,-0.001608
-4.4023437,0.060358,-0.0
-4.4015625,0.0543279,-0.0024121
-4.4007812,0.0523178,-0.000804
-4.4,0.0563379,-0.0
-4.3992187,0.0523178,-0.000804
-4.3984375,0.0563379,-0.000804
-4.3976562,0.0563379,-0.0
-4.396875,0.0563379,-0.001608
-4.3960937,0.0523178,-0.001608
-4.3953125,0.0623681,-0.000804
-4.3945312,0.0563379,-0.000804
-4.39375,0.060358,-0.0
-4.3929687,0.0563379,-0.000804
